Timestamp,Open,High,Low,Close,Volume
2024-01-01T00:00:00,14.942,15.58,14.81,15.548,3173937.89
2024-01-01T00:00:00,14.942,15.58,14.81,15.548,3173937.89
2024-01-02T00:00:00,15.547,16.063,15.017,15.166,5675020.93
2024-01-02T00:00:00,15.547,16.063,15.017,15.166,5675020.93
2024-01-03T00:00:00,15.165,15.578,12.2,14.148,10147635.17
2024-01-03T00:00:00,15.165,15.578,12.2,14.148,10147635.17
2024-01-04T00:00:00,14.148,14.777,13.975,14.526,4365827.16
2024-01-04T00:00:00,14.148,14.777,13.975,14.526,4365827.16
2024-01-05T00:00:00,14.53,14.655,13.705,14.091,6076419.59
2024-01-05T00:00:00,14.53,14.655,13.705,14.091,6076419.59
2024-01-06T00:00:00,14.092,14.098,13.18,13.436,3565461.87
2024-01-06T00:00:00,14.092,14.098,13.18,13.436,3565461.87
2024-01-07T00:00:00,13.435,13.741,13.0,13.151,3045099.87
2024-01-07T00:00:00,13.435,13.741,13.0,13.151,3045099.87
2024-01-08T00:00:00,13.155,14.402,12.527,14.139,6343630.56
2024-01-08T00:00:00,13.155,14.402,12.527,14.139,6343630.56
2024-01-09T00:00:00,14.143,14.25,13.242,13.716,6089402.93
2024-01-09T00:00:00,14.143,14.25,13.242,13.716,6089402.93
2024-01-10T00:00:00,13.716,15.363,13.563,15.072,6108662.9
2024-01-10T00:00:00,13.716,15.363,13.563,15.072,6108662.9
2024-01-11T00:00:00,15.073,15.695,14.597,15.022,5971021.52
2024-01-11T00:00:00,15.073,15.695,14.597,15.022,5971021.52
2024-01-12T00:00:00,15.021,15.304,13.59,14.151,5199803.58
2024-01-12T00:00:00,15.021,15.304,13.59,14.151,5199803.58
2024-01-13T00:00:00,14.155,14.43,13.788,14.345,2403223.09
2024-01-13T00:00:00,14.155,14.43,13.788,14.345,2403223.09
2024-01-14T00:00:00,14.345,15.434,14.267,14.755,6981289.71
2024-01-14T00:00:00,14.345,15.434,14.267,14.755,6981289.71
2024-01-15T00:00:00,14.755,16.018,14.75,15.185,7120605.92
2024-01-15T00:00:00,14.755,16.018,14.75,15.185,7120605.92
2024-01-16T00:00:00,15.185,15.365,14.739,15.271,3995089.65
2024-01-16T00:00:00,15.185,15.365,14.739,15.271,3995089.65
2024-01-17T00:00:00,15.267,16.395,15.267,15.761,8906227.12
2024-01-17T00:00:00,15.267,16.395,15.267,15.761,8906227.12
2024-01-18T00:00:00,15.761,15.773,14.189,14.658,6730412.48
2024-01-18T00:00:00,15.761,15.773,14.189,14.658,6730412.48
2024-01-19T00:00:00,14.658,16.415,14.461,16.118,9958120.37
2024-01-19T00:00:00,14.658,16.415,14.461,16.118,9958120.37
2024-01-20T00:00:00,16.118,16.61,15.624,15.781,8343648.47
2024-01-20T00:00:00,16.118,16.61,15.624,15.781,8343648.47
2024-01-21T00:00:00,15.781,15.912,15.365,15.396,3466755.98
2024-01-21T00:00:00,15.781,15.912,15.365,15.396,3466755.98
2024-01-22T00:00:00,15.393,15.974,14.507,14.598,8999991.39
2024-01-22T00:00:00,15.393,15.974,14.507,14.598,8999991.39
2024-01-23T00:00:00,14.597,14.886,13.561,14.3,7634724.2
2024-01-23T00:00:00,14.597,14.886,13.561,14.3,7634724.2
2024-01-24T00:00:00,14.298,14.442,13.911,14.243,4902671.9
2024-01-24T00:00:00,14.298,14.442,13.911,14.243,4902671.9
2024-01-25T00:00:00,14.242,14.261,13.506,13.744,3983863.76
2024-01-25T00:00:00,14.242,14.261,13.506,13.744,3983863.76
2024-01-26T00:00:00,13.744,14.3,13.637,14.187,4124078.3
2024-01-26T00:00:00,13.744,14.3,13.637,14.187,4124078.3
2024-01-27T00:00:00,14.188,14.4,14.091,14.345,2101656.52
2024-01-27T00:00:00,14.188,14.4,14.091,14.345,2101656.52
2024-01-28T00:00:00,14.341,14.7,14.201,14.48,3924457.9
2024-01-28T00:00:00,14.341,14.7,14.201,14.48,3924457.9
2024-01-29T00:00:00,14.479,15.081,14.265,15.004,5591006.51
2024-01-29T00:00:00,14.479,15.081,14.265,15.004,5591006.51
2024-01-30T00:00:00,15.004,15.805,14.895,15.475,6613663.41
2024-01-30T00:00:00,15.004,15.805,14.895,15.475,6613663.41
2024-01-31T00:00:00,15.474,16.06,15.083,15.429,9675848.46
2024-01-31T00:00:00,15.474,16.06,15.083,15.429,9675848.46
2024-02-01T00:00:00,15.427,17.382,15.147,17.19,15982416.79
2024-02-01T00:00:00,15.427,17.382,15.147,17.19,15982416.79
2024-02-02T00:00:00,17.192,18.88,17.132,17.828,18593885.47
2024-02-02T00:00:00,17.192,18.88,17.132,17.828,18593885.47
2024-02-03T00:00:00,17.827,18.148,17.502,17.658,7618053.39
2024-02-03T00:00:00,17.827,18.148,17.502,17.658,7618053.39
2024-02-04T00:00:00,17.661,18.711,17.532,18.153,7542592.91
2024-02-04T00:00:00,17.661,18.711,17.532,18.153,7542592.91
2024-02-05T00:00:00,18.154,19.794,17.806,19.164,11701737.55
2024-02-05T00:00:00,18.154,19.794,17.806,19.164,11701737.55
2024-02-06T00:00:00,19.163,19.333,18.21,18.287,7718020.78
2024-02-06T00:00:00,19.163,19.333,18.21,18.287,7718020.78
2024-02-07T00:00:00,18.287,19.077,18.021,18.817,6288753.44
2024-02-07T00:00:00,18.287,19.077,18.021,18.817,6288753.44
2024-02-08T00:00:00,18.818,19.271,17.969,18.212,6386966.04
2024-02-08T00:00:00,18.818,19.271,17.969,18.212,6386966.04
2024-02-09T00:00:00,18.209,18.625,17.973,18.47,5692887.07
2024-02-09T00:00:00,18.209,18.625,17.973,18.47,5692887.07
2024-02-10T00:00:00,18.47,19.17,17.986,19.084,4237108.87
2024-02-10T00:00:00,18.47,19.17,17.986,19.084,4237108.87
